PostcodeID;PostCodePK;PostCode;PostcodeNummers;PostcodeLetters;Straat;MinNummer;MaxNummer;Plaats;Gemeente;Provincie
256;8014WH_2;8014WH;8014;WH;Tak van Poortvlietware;2;48;Zwolle;Zwolle;Overijssel
257;9951VB_2;9951VB;9951;VB;Kerspel;2;72;Winsum;Winsum;Groningen
258;5831AW_2;5831AW;5831;AW;Heinz Moormannstraat;2;4;Boxmeer;Boxmeer;Noord-Brabant
259;2671XG_1;2671XG;2671;XG;Smetana;1;15;Naaldwijk;Westland;Zuid-Holland
260;8271HG_1;8271HG;8271;HG;Ringmus;1;15;IJsselmuiden;Kampen;Overijssel
261;1851TC_4;1851TC;1851;TC;Vinkenbaan;4;9751;Heiloo;Heiloo;Noord-Holland
262;1423NP_73;1423NP;1423;NP;Kuifmees;73;95;Uithoorn;Uithoorn;Noord-Holland
263;7156ME_1;7156ME;7156;ME;Achterom;1;1;Beltrum;Berkelland;Gelderland
264;3077EX_1;3077EX;3077;EX;Sijpesteinstraat;1;26;Rotterdam;Rotterdam;Zuid-Holland
265;1181LK_396;1181LK;1181;LK;Van Heuven Goedhartlaan;396;442;Amstelveen;Amstelveen;Noord-Holland
266;2135DW_2;2135DW;2135;DW;Lemenburg;2;52;Hoofddorp;Haarlemmermeer;Noord-Holland
267;3059PJ_4;3059PJ;3059;PJ;Jan Wilspad;4;42;Rotterdam;Rotterdam;Zuid-Holland
268;1689KD_62;1689KD;1689;KD;Kosterstuin;62;77;Zwaag;Hoorn;Noord-Holland
269;1946BB_1;1946BB;1946;BB;Vechtstraat;1;35;Beverwijk;Beverwijk;Noord-Holland
270;6951MT_1;6951MT;6951;MT;Olmenhof;1;49;Dieren;Rheden;Gelderland
271;3062RJ_28;3062RJ;3062;RJ;Van Somerenweg;28;46;Rotterdam;Rotterdam;Zuid-Holland
272;6675AA_1;6675AA;6675;AA;Tielsestraat;1;33;Valburg;Overbetuwe;Gelderland
273;3077TA_1;3077TA;3077;TA;Hoensbroeksingel;1;15;Rotterdam;Rotterdam;Zuid-Holland
274;6834CA_1;6834CA;6834;CA;Gelderseplein;1;39;Arnhem;Arnhem;Gelderland
275;6717RC_2;6717RC;6717;RC;Paul Gabri+½lstraat;2;60;Ede;Ede;Gelderland
276;8042HG_1;8042HG;8042;HG;Middelstekamplaan;1;28;Zwolle;Zwolle;Overijssel
277;7152GH_1;7152GH;7152;GH;Hoogkamp;1;21;Eibergen;Berkelland;Gelderland
278;5111HN_2;5111HN;5111;HN;Mulderpad;2;2;Baarle-Nassau;Baarle-Nassau;Noord-Brabant
279;4332AV_1;4332AV;4332;AV;Dampoortstraat;1;14;Middelburg;Middelburg;Zeeland
280;1446DM_28;1446DM;1446;DM;Korenstraat;28;50;Purmerend;Purmerend;Noord-Holland
281;1826HN_1;1826HN;1826;HN;Gruttostraat;1;16;Alkmaar;Alkmaar;Noord-Holland
282;4401NC_2;4401NC;4401;NC;Maartenhaaswegeling;2;4;Yerseke;Reimerswaal;Zeeland
283;6004KG_2;6004KG;6004;KG;Roggelstraat;2;25;Weert;Weert;Limburg
284;3781GM_44;3781GM;3781;GM;Koninginnelaan;44;54;Voorthuizen;Barneveld;Gelderland
285;4542NA_1;4542NA;4542;NA;Noorddijk;1;9;Hoek;Terneuzen;Zeeland
286;3817EA_1;3817EA;3817;EA;Rubensstraat;1;43;Amersfoort;Amersfoort;Utrecht
287;2461AD_38;2461AD;2461;AD;Vosholstraat;38;72;Ter Aar;Nieuwkoop;Zuid-Holland
288;9736PB_24;9736PB;9736;PB;Wibenaheerd;24;42;Groningen;Groningen;Groningen
289;8471ZX_2;8471ZX;8471;ZX;Houtstraat;2;5;Wolvega;Weststellingwerf;Friesland
290;2591DA_85;2591DA;2591;DA;Biancaland;85;85;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
291;4206XS_4;4206XS;4206;XS;Loevesteinlaan;4;26;Gorinchem;Gorinchem;Zuid-Holland
292;2162LE_1;2162LE;2162;LE;Regenboogplein;1;11;Lisse;Lisse;Zuid-Holland
293;3945BZ_2;3945BZ;3945;BZ;Weth C.E.Th. Vernooijstraat;2;24;Cothen;Wijk bij Duurstede;Utrecht
294;6441TW_40;6441TW;6441;TW;Kasteelstraat;40;82;Brunssum;Brunssum;Limburg
295;8061HX_1;8061HX;8061;HX;Ziekenhuisstraat;1;11;Hasselt;Zwartewaterland;Overijssel
296;1671TA_2;1671TA;1671;TA;Schepenlaan;2;123;Medemblik;Medemblik;Noord-Holland
297;6049AN_1;6049AN;6049;AN;Burgemeester Beenenstraat;1;31;Herten;Roermond;Limburg
298;4241TB_1;4241TB;4241;TB;Kanaaldijk;1;2;Arkel;Giessenlanden;Zuid-Holland
299;2711CC_2;2711CC;2711;CC;Itali+½laan;2;40;Zoetermeer;Zoetermeer;Zuid-Holland
300;1012MC_75;1012MC;1012;MC;Nieuwendijk;75;107;Amsterdam;Amsterdam;Noord-Holland
301;7678CG_1;7678CG;7678;CG;De Smidboer;1;21;Geesteren;Tubbergen;Overijssel
302;4401GH_44;4401GH;4401;GH;Marijkelaan;44;60;Yerseke;Reimerswaal;Zeeland
303;7751AJ_2;7751AJ;7751;AJ;Noordwijk;2;34;Dalen;Coevorden;Drenthe
304;3701DN_65;3701DN;3701;DN;Meester de Klerkstraat;65;115;Zeist;Zeist;Utrecht
305;3247BD_1;3247BD;3247;BD;Heul;1;17;Dirksland;Goeree-Overflakkee;Zuid-Holland
306;6085BM_1;6085BM;6085;BM;Schoolpad;1;50;Horn;Leudal;Limburg
307;3871RX_1;3871RX;3871;RX;Meervelderf;1;13;Hoevelaken;Nijkerk;Gelderland
308;3144KL_1;3144KL;3144;KL;Lisztstraat;1;41;Maassluis;Maassluis;Zuid-Holland
309;5341VE_4;5341VE;5341;VE;Burchtplein;4;80;Oss;Oss;Noord-Brabant
310;7322GH_2;7322GH;7322;GH;Zilverschoon;2;46;Apeldoorn;Apeldoorn;Gelderland
311;3851DG_110;3851DG;3851;DG;Kanoweg;110;136;Ermelo;Ermelo;Gelderland
312;4053HG_1;4053HG;4053;HG;Molensteeg;1;11;IJzendoorn;Neder-Betuwe;Gelderland
313;2661PC_1;2661PC;2661;PC;Adelaarsvaren;1;71;Bergschenhoek;Lansingerland;Zuid-Holland
314;3645JC_91;3645JC;3645;JC;Dodaarslaan;91;101;Vinkeveen;De Ronde Venen;Utrecht
315;3523TE_72;3523TE;3523;TE;Vaartscherijnstraat;72;110;Utrecht;Utrecht;Utrecht
316;6996AR_2;6996AR;6996;AR;Ds. de Graaffweg;2;38;Drempt;Bronckhorst;Gelderland
317;6229HT_1;6229HT;6229;HT;Romerodomein;1;11;Maastricht;Maastricht;Limburg
318;9919JL_38;9919JL;9919;JL;Sjuxumerweg;38;54;Loppersum;Loppersum;Groningen
319;2661SG_1;2661SG;2661;SG;van Ruysdaellaan;1;95;Bergschenhoek;Lansingerland;Zuid-Holland
320;6663DC_2;6663DC;6663;DC;Begoniastraat;2;42;Lent;Nijmegen;Gelderland
321;5047TH_8;5047TH;5047;TH;Tweede Sluisweg;8;14;Tilburg;Tilburg;Noord-Brabant
322;5371CG_3;5371CG;5371;CG;Drossaardstraat;3;26;Ravenstein;Oss;Noord-Brabant
323;3632BD_1000;3632BD;3632;BD;Albrechtlaan;1000;1000;Loenen aan de Vecht;Stichtse Vecht;Utrecht
324;1334CP_1;1334CP;1334;CP;Parijsstraat;1;39;Almere;Almere;Flevoland
325;8032EC_1;8032EC;8032;EC;Gender;1;27;Zwolle;Zwolle;Overijssel
326;8244AV_100;8244AV;8244;AV;Purmer;100;128;Lelystad;Lelystad;Flevoland
327;2811CA_1;2811CA;2811;CA;Dunantlaan;1;41;Reeuwijk;Bodegraven-Reeuwijk;Zuid-Holland
328;3238AP_1;3238AP;3238;AP;Schoolstraat;1;9;Zwartewaal;Brielle;Zuid-Holland
329;9713NN_2;9713NN;9713;NN;Meidoornpad;2;28;Groningen;Groningen;Groningen
330;1018CX_61;1018CX;1018;CX;Plantage Kerklaan;61;220;Amsterdam;Amsterdam;Noord-Holland
331;8911HJ_29;8911HJ;8911;HJ;Hofplein;29;38;Leeuwarden;Leeuwarden;Friesland
332;4209SE_40;4209SE;4209;SE;Voordijk;40;65;Schelluinen;Giessenlanden;Zuid-Holland
333;9451CM_1;9451CM;9451;CM;De Ziel;1;49;Rolde;Aa en Hunze;Drenthe
334;5571JD_1;5571JD;5571;JD;Meibloemstraat;1;16;Bergeijk;Bergeijk;Noord-Brabant
335;3402XC_77;3402XC;3402;XC;Edelstenenbaan;77;117;IJsselstein;IJsselstein;Utrecht
336;2396VH_71;2396VH;2396;VH;Kerklaan;71;107;Koudekerk aan den Rijn;Alphen aan den Rijn;Zuid-Holland
337;1747TE_1;1747TE;1747;TE;De Helt;1;13;Tuitjenhorn;Schagen;Noord-Holland
338;5583AT_2;5583AT;5583;AT;Mariannestraat;2;32;Waalre;Waalre;Noord-Brabant
339;6031NP_1;6031NP;6031;NP;Wetering;1;11;Nederweert;Nederweert;Limburg
340;5272BR_2;5272BR;5272;BR;Regent Bannenbergstraat;2;60;Sint-Michielsgestel;Sint-Michielsgestel;Noord-Brabant
341;2403EX_22;2403EX;2403;EX;Klaproosstraat;22;52;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
342;1183TA_49;1183TA;1183;TA;Kalfjeslaan;49;49;Amsterdam;Amsterdam;Noord-Holland
343;7416XK_1;7416XK;7416;XK;Tjoenerstraat;1;19;Deventer;Deventer;Overijssel
344;9737AD_18;9737AD;9737;AD;Beijumerweg;18;24;Groningen;Groningen;Groningen
345;1531XC_2;1531XC;1531;XC;IJsvogelstraat;2;50;Wormer;Wormerland;Noord-Holland
346;1188GT_56;1188GT;1188;GT;De Eendracht;56;98;Amstelveen;Amstelveen;Noord-Holland
347;9824PA_15;9824PA;9824;PA;Noorderweg;15;27;Noordwijk;Marum;Groningen
348;2135CW_1;2135CW;2135;CW;Diepenburg;1;23;Hoofddorp;Haarlemmermeer;Noord-Holland
349;3734CJ_1;3734CJ;3734;CJ;Hindelaan;1;10;Den Dolder;Zeist;Utrecht
350;2281AJ_161;2281AJ;2281;AJ;Haagweg;161;177;Rijswijk;Rijswijk;Zuid-Holland
351;3263EC_1;3263EC;3263;EC;Boerserf;1;19;Oud-Beijerland;Oud-Beijerland;Zuid-Holland
352;7482PH_1;7482PH;7482;PH;Stegenhoekweg;1;25;Haaksbergen;Haaksbergen;Overijssel
353;6035GD_1;6035GD;6035;GD;Korhoenstraat;1;14;Ospel;Nederweert;Limburg
354;3434SV_1;3434SV;3434;SV;Graaf Ottolaan;1;23;Nieuwegein;Nieuwegein;Utrecht
355;6626BA_1;6626BA;6626;BA;Schansedijk;1;29;Alphen;West Maas en Waal;Gelderland
356;8918AK_2;8918AK;8918;AK;Havanklaan;2;2;Leeuwarden;Leeuwarden;Friesland
357;6950AH_0;6950AH;6950;AH;Postbus;0;10000;Dieren;Rheden;Gelderland
358;9406CE_2;9406CE;9406;CE;van Heuven Goedhartlaan;2;52;Assen;Assen;Drenthe
359;3312JE_2;3312JE;3312;JE;Eemsteynstraat;2;30;Dordrecht;Dordrecht;Zuid-Holland
360;7606JA_2;7606JA;7606;JA;Woonboulevard;2;60;Almelo;Almelo;Overijssel
361;9602LS_53;9602LS;9602;LS;Venus;53;74;Hoogezand;Hoogezand-Sappemeer;Groningen
362;8935PJ_1;8935PJ;8935;PJ;Hoornbloem;1;31;Leeuwarden;Leeuwarden;Friesland
363;9883PN_3;9883PN;9883;PN;Schipvaart;3;21;Oldehove;Zuidhorn;Groningen
364;6811LG_135;6811LG;6811;LG;Bergstraat;135;165;Arnhem;Arnhem;Gelderland
365;5051DM_1;5051DM;5051;DM;Scheerdershofje;1;15;Goirle;Goirle;Noord-Brabant
366;3608XD_633;3608XD;3608;XD;Bloemstede;633;642;Maarssen;Stichtse Vecht;Utrecht
367;1442VR_5;1442VR;1442;VR;Dr. J.M. den Uyllaan;5;9;Purmerend;Purmerend;Noord-Holland
368;7004GA_3;7004GA;7004;GA;Ooijmanlaan;3;14;Doetinchem;Doetinchem;Gelderland
369;3132EW_148;3132EW;3132;EW;Roemer Visscherstraat;148;196;Vlaardingen;Vlaardingen;Zuid-Holland
370;6229EN_1;6229EN;6229;EN;Paul-Henri Spaaklaan;1;7;Maastricht;Maastricht;Limburg
371;3863XR_1;3863XR;3863;XR;Volken van Steenlerlaan;1;3;Nijkerk;Nijkerk;Gelderland
372;1023XW_26;1023XW;1023;XW;Hoogwoudstraat;26;48;Amsterdam;Amsterdam;Noord-Holland
373;1788TK_1319;1788TK;1788;TK;Wierbalg;1319;1326;Julianadorp;Den Helder;Noord-Holland
374;1135TG_15;1135TG;1135;TG;Groenland;15;30;Edam;Edam-Volendam;Noord-Holland
375;1944PX_1;1944PX;1944;PX;Theo Luijpenlaan;1;13;Beverwijk;Beverwijk;Noord-Holland
376;2612PP_33;2612PP;2612;PP;Odulphusstraat;33;57;Delft;Delft;Zuid-Holland
377;6843WZ_4;6843WZ;6843;WZ;Enkhuizenstraat;4;66;Arnhem;Arnhem;Gelderland
378;2324DX_1;2324DX;2324;DX;Meyerbeerpad;1;23;Leiden;Leiden;Zuid-Holland
379;5011KJ_90;5011KJ;5011;KJ;Strausslaan;90;130;Tilburg;Tilburg;Noord-Brabant
380;2024JL_1;2024JL;2024;JL;Albert Verweylaan;1;11;Haarlem;Haarlem;Noord-Holland
381;9674JH_38;9674JH;9674;JH;Sleedoornweg;38;60;Winschoten;Oldambt;Groningen
382;7211NE_1;7211NE;7211;NE;Achterzoom;1;33;Eefde;Lochem;Gelderland
383;1784XG_1;1784XG;1784;XG;Diezestraat;1;29;Den Helder;Den Helder;Noord-Holland
384;5754CD_124;5754CD;5754;CD;Fitissingel;124;168;Deurne;Deurne;Noord-Brabant
385;3871NB_75;3871NB;3871;NB;Veenslagenweg;75;137;Hoevelaken;Nijkerk;Gelderland
386;6463TE_71;6463TE;6463;TE;Ailbertuslaan;71;101;Kerkrade;Kerkrade;Limburg
387;2574VS_61;2574VS;2574;VS;Weesperstraat;61;91;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
388;6224HL_18;6224HL;6224;HL;Dagobertstraat;18;92;Maastricht;Maastricht;Limburg
389;8322NE_5;8322NE;8322;NE;Vormtweg;5;7;Urk;Urk;Flevoland
390;6718WX_1;6718WX;6718;WX;Neonstraat;1;33;Ede;Ede;Gelderland
391;3145CN_1;3145CN;3145;CN;Patrijsstraat;1;51;Maassluis;Maassluis;Zuid-Holland
392;8161PA_1;8161PA;8161;PA;Lange Veenteweg;1;45;Epe;Epe;Gelderland
393;3448BD_1;3448BD;3448;BD;Waaloord;1;24;Woerden;Woerden;Utrecht
394;7054CJ_1;7054CJ;7054;CJ;Steuterweg;1;19;Westendorp;Oude IJsselstreek;Gelderland
395;3068KL_10;3068KL;3068;KL;Zuidlaardermeer;10;10;Rotterdam;Rotterdam;Zuid-Holland
396;5371PS_1;5371PS;5371;PS;Dr. Ruijsstraat;1;25;Overlangel;Oss;Noord-Brabant
397;2203BZ_1;2203BZ;2203;BZ;Clusiusweg;1;27;Noordwijk;Noordwijk;Zuid-Holland
398;4133GT_2;4133GT;4133;GT;Stelkamp;2;20;Vianen;Vianen;Utrecht
399;1273RS_76;1273RS;1273;RS;Westkade;76;114;Huizen;Huizen;Noord-Holland
400;9001BS_42;9001BS;9001;BS;Paviljoenstraat;42;64;Grou;Leeuwarden;Friesland
401;5421AN_1;5421AN;5421;AN;Domein;1;33;Gemert;Gemert-Bakel;Noord-Brabant
402;9863TG_21;9863TG;9863;TG;Doezumertocht;21;43;Doezum;Grootegast;Groningen
403;2288GA_1;2288GA;2288;GA;van Gijnstraat;1;14;Rijswijk;Rijswijk;Zuid-Holland
404;6624KB_4;6624KB;6624;KB;St. Andries;4;10;Heerewaarden;Maasdriel;Gelderland
405;5684SR_1;5684SR;5684;SR;Kapelaan Nausstraat;1;19;Best;Best;Noord-Brabant
406;1901MK_1;1901MK;1901;MK;Madeweg;1;5;Castricum;Castricum;Noord-Holland
407;5237LS_1;5237LS;5237;LS;Irisvallei;1;16;'s-Hertogenbosch;'s-Hertogenbosch;Noord-Brabant
408;1621BJ_1;1621BJ;1621;BJ;Mallegomsteeg;1;7;Hoorn;Hoorn;Noord-Holland
409;4564EN_1;4564EN;4564;EN;Maximiliaanstraat;1;17;Sint Jansteen;Hulst;Zeeland
410;9862TK_1;9862TK;9862;TK;Woldweg;1;8;Sebaldeburen;Grootegast;Groningen
411;1013LX_1;1013LX;1013;LX;Sloterdijkstraat;1;13;Amsterdam;Amsterdam;Noord-Holland
412;3061EZ_4;3061EZ;3061;EZ;Vogelstraat;4;26;Rotterdam;Rotterdam;Zuid-Holland
413;3902GX_2;3902GX;3902;GX;Ploegschaar;2;18;Veenendaal;Veenendaal;Utrecht
414;3031TD_1;3031TD;3031;TD;Van Galenstraat;1;103;Rotterdam;Rotterdam;Zuid-Holland
415;1448AE_1;1448AE;1448;AE;Gordel van Smaragd;1;39;Purmerend;Purmerend;Noord-Holland
416;3571XW_1;3571XW;3571;XW;Nijlandlaan;1;5;Utrecht;Utrecht;Utrecht
417;2311SZ_1;2311SZ;2311;SZ;Pieterskerkgracht;1;29;Leiden;Leiden;Zuid-Holland
418;6523KG_58;6523KG;6523;KG;Olijfwilgstraat;58;80;Nijmegen;Nijmegen;Gelderland
419;7412MD_1;7412MD;7412;MD;Constantijn Huygensstraat;1;35;Deventer;Deventer;Overijssel
420;7461BM_1;7461BM;7461;BM;Stokmansveldweg;1;21;Rijssen;Rijssen-Holten;Overijssel
421;3741HD_1;3741HD;3741;HD;Sweelincklaan;1;31;Baarn;Baarn;Utrecht
422;3582GE_2;3582GE;3582;GE;Koningsweg;2;4;Utrecht;Utrecht;Utrecht
423;5473SL_1;5473SL;5473;SL;Wilgendreef;1;21;Heeswijk-Dinther;Bernheze;Noord-Brabant
424;9712MJ_200;9712MJ;9712;MJ;Langestraat;200;266;Groningen;Groningen;Groningen
425;1072VG_1;1072VG;1072;VG;Gerard Doustraat;1;1;Amsterdam;Amsterdam;Noord-Holland
426;6815AW_2;6815AW;6815;AW;Willem Pijperstraat;2;48;Arnhem;Arnhem;Gelderland
427;4207JC_1;4207JC;4207;JC;Anna Lambrechts-Vosstraat;1;35;Gorinchem;Gorinchem;Zuid-Holland
428;8915EA_2;8915EA;8915;EA;Pieter Sipmawei;2;52;Leeuwarden;Leeuwarden;Friesland
429;7651EV_1;7651EV;7651;EV;De Deij;1;16;Tubbergen;Tubbergen;Overijssel
430;7478BL_2;7478BL;7478;BL;Loohof;2;20;Diepenheim;Hof van Twente;Overijssel
431;7241RK_1;7241RK;7241;RK;Dwarsweg;1;1;Lochem;Lochem;Gelderland
432;7251CD_2;7251CD;7251;CD;de Bongerd;2;36;Vorden;Bronckhorst;Gelderland
433;7312MG_222;7312MG;7312;MG;Mauvestraat;222;246;Apeldoorn;Apeldoorn;Gelderland
434;1212BA_2;1212BA;1212;BA;Jacob Roggeveenstraat;2;36;Hilversum;Hilversum;Noord-Holland
435;1335EB_49;1335EB;1335;EB;Septemberstraat;49;71;Almere;Almere;Flevoland
436;3755CM_1;3755CM;3755;CM;De Waag;1;17;Eemnes;Eemnes;Utrecht
437;1339HN_1;1339HN;1339;HN;Karmozijnhof;1;31;Almere;Almere;Flevoland
438;1078AZ_167;1078AZ;1078;AZ;Amstelkade;167;174;Amsterdam;Amsterdam;Noord-Holland
439;9311TG_1;9311TG;9311;TG;Bisschopswijk;1;4;Nieuw-Roden;Noordenveld;Drenthe
440;5731XB_1;5731XB;5731;XB;Ransuil;1;28;Mierlo;Geldrop-Mierlo;Noord-Brabant
441;6660AE_0;6660AE;6660;AE;Postbus;0;10000;Elst;Overbetuwe;Gelderland
442;5913TR_1;5913TR;5913;TR;Hogekampweg;1;9;Venlo;Venlo;Limburg
443;3034CJ_27;3034CJ;3034;CJ;Crooswijksesingel;27;66;Rotterdam;Rotterdam;Zuid-Holland
444;4907DK_1;4907DK;4907;DK;Grasbeemd;1;23;Oosterhout;Oosterhout;Noord-Brabant
445;4493SE_1;4493SE;4493;SE;Zwanenlaan;1;39;Kamperland;Noord-Beveland;Zeeland
446;9101DH_18;9101DH;9101;DH;Op de Keppels;18;52;Dokkum;Dongeradeel;Friesland
447;6578BN_1;6578BN;6578;BN;Wethouder Burgers-stee;1;22;Leuth;Ubbergen;Gelderland
448;5674RN_1;5674RN;5674;RN;Alvershool;1;26;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant
449;5161HB_1;5161HB;5161;HB;Willem de Zwijgerstraat;1;29;Sprang-Capelle;Waalwijk;Noord-Brabant
450;6717BN_1;6717BN;6717;BN;Doornlaan;1;45;Ede;Ede;Gelderland
451;6674MJ_12;6674MJ;6674;MJ;De Hoef;12;12;Herveld;Overbetuwe;Gelderland
452;1990AC_0;1990AC;1990;AC;Postbus;0;10000;Velserbroek;Velsen;Noord-Holland
453;8383EC_1;8383EC;8383;EC;Hoofdweg;1;37;Nijensleek;Westerveld;Drenthe
454;8103EX_1;8103EX;8103;EX;Tuinfluiter;1;33;Raalte;Raalte;Overijssel
455;5751EB_2;5751EB;5751;EB;Schommerveld;2;52;Deurne;Deurne;Noord-Brabant
456;1335BK_59;1335BK;1335;BK;Aprilstraat;59;97;Almere;Almere;Flevoland
457;7941CS_2;7941CS;7941;CS;Havenstraat;2;40;Meppel;Meppel;Drenthe
458;1941CM_1;1941CM;1941;CM;Meijendel;1;18;Beverwijk;Beverwijk;Noord-Holland
459;3561JR_1;3561JR;3561;JR;Stastokdreef;1;19;Utrecht;Utrecht;Utrecht
460;9163JR_11;9163JR;9163;JR;Lege Miedeweg;11;11;Ballum;Ameland;Friesland
461;8401VP_51;8401VP;8401;VP;K++perij;51;91;Gorredijk;Opsterland;Friesland
462;6447BM_10;6447BM;6447;BM;Maarweg;10;30;Merkelbeek;Onderbanken;Limburg
463;9714CK_4;9714CK;9714;CK;C.H. Petersstraat;4;10;Groningen;Groningen;Groningen
464;7462GL_1;7462GL;7462;GL;Beatrixstraat;1;33;Rijssen;Rijssen-Holten;Overijssel
465;6086BS_1;6086BS;6086;BS;Hanssum;1;19;Neer;Leudal;Limburg
466;6255PC_2;6255PC;6255;PC;K++tersteenweg;2;12;Noorbeek;Eijsden-Margraten;Limburg
467;8891GJ_1;8891GJ;8891;GJ;Brouwershoekweg;1;1;Midsland;Terschelling;Friesland
468;1067SV_579;1067SV;1067;SV;Osdorperweg;579;705;Amsterdam;Amsterdam;Noord-Holland
469;7734PL_3;7734PL;7734;PL;Deventerweg;3;5;Vilsteren;Ommen;Overijssel
470;1601CC_21;1601CC;1601;CC;Zuider Boerenvaart;21;61;Enkhuizen;Enkhuizen;Noord-Holland
471;1782TS_34;1782TS;1782;TS;Cornelis Ditostraat;34;62;Den Helder;Den Helder;Noord-Holland
472;4471RC_1;4471RC;4471;RC;Bouwensputseweg;1;6;Wolphaartsdijk;Goes;Zeeland
473;4902RK_61;4902RK;4902;RK;Kastanjelaan;61;97;Oosterhout;Oosterhout;Noord-Brabant
474;3881ZA_3;3881ZA;3881;ZA;Hoofdlaan;3;39;Putten;Putten;Gelderland
475;1063EB_186;1063EB;1063;EB;Burgemeester Fockstraat;186;192;Amsterdam;Amsterdam;Noord-Holland
476;7104BS_1;7104BS;7104;BS;Zwilbroekseweg;1;9;Winterswijk Meddo;Winterswijk;Gelderland
477;6466KT_1;6466KT;6466;KT;Graverstraat;1;75;Kerkrade;Kerkrade;Limburg
478;3823DT_1;3823DT;3823;DT;De Ontdekking;1;44;Amersfoort;Amersfoort;Utrecht
479;2512CW_1;2512CW;2512;CW;Lepelstraat;1;19;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
480;1746BM_1;1746BM;1746;BM;De Vijzel;1;17;Dirkshorn;Schagen;Noord-Holland
481;8421PT_2;8421PT;8421;PT;Schuinpad;2;10;Oldeberkoop;Ooststellingwerf;Friesland
482;6464GK_45;6464GK;6464;GK;Vinkerstraat;45;137;Kerkrade;Kerkrade;Limburg
483;2405BK_2;2405BK;2405;BK;Stationsplein;2;12;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
484;1011BP_44;1011BP;1011;BP;Binnenkant;44;47;Amsterdam;Amsterdam;Noord-Holland
485;7602PM_2;7602PM;7602;PM;Kloosterweg;2;6;Almelo;Almelo;Overijssel
486;2111VM_37;2111VM;2111;VM;Veldlaan;37;57;Aerdenhout;Bloemendaal;Noord-Holland
487;8252HE_40;8252HE;8252;HE;De IJslander;40;70;Dronten;Dronten;Flevoland
488;9503HD_78;9503HD;9503;HD;Hoofdkade;78;96;Stadskanaal;Stadskanaal;Groningen
489;6852CC_2;6852CC;6852;CC;Stuurboord;2;14;Huissen;Lingewaard;Gelderland
490;7863TM_1;7863TM;7863;TM;De Brinkies;1;35;Gees;Coevorden;Drenthe
491;9751CJ_2;9751CJ;9751;CJ;Lokveenweg;2;18;Haren Gn;Haren;Groningen
492;8939DA_2;8939DA;8939;DA;Noarder Stienplaat;2;28;Leeuwarden;Leeuwarden;Friesland
493;9722EJ_49;9722EJ;9722;EJ;Helper Brink;49;57;Groningen;Groningen;Groningen
494;3066CA_1;3066CA;3066;CA;Albertistraat;1;11;Rotterdam;Rotterdam;Zuid-Holland
495;1448PL_150;1448PL;1448;PL;Karavaanstraat;150;204;Purmerend;Purmerend;Noord-Holland
496;3131PP_1;3131PP;3131;PP;Stationsstraat;1;19;Vlaardingen;Vlaardingen;Zuid-Holland
497;5121TK_1;5121TK;5121;TK;Monseigneur Schaepmanstraat;1;33;Rijen;Gilze en Rijen;Noord-Brabant
498;7351BG_1;7351BG;7351;BG;Parkweg;1;9;Hoenderloo;Apeldoorn;Gelderland
499;4363AB_31;4363AB;4363;AB;Dorpsplein;31;49;Aagtekerke;Veere;Zeeland
500;2252XP_30;2252XP;2252;XP;Wijngaardenlaan;30;54;Voorschoten;Voorschoten;Zuid-Holland
501;5011JE_1;5011JE;5011;JE;Elgarstraat;1;50;Tilburg;Tilburg;Noord-Brabant
502;3253VB_1;3253VB;3253;VB;Diependorst;1;56;Ouddorp;Goeree-Overflakkee;Zuid-Holland
503;3712AM_1;3712AM;3712;AM;Potterlaan;1;11;Huis ter Heide;Zeist;Utrecht
504;4494ND_1;4494ND;4494;ND;Westkruisstraat;1;9;Geersdijk;Noord-Beveland;Zeeland
505;5043HS_51;5043HS;5043;HS;Dalfsenlaan;51;73;Tilburg;Tilburg;Noord-Brabant
506;3084RG_82;3084RG;3084;RG;Godschalkstraat;82;112;Rotterdam;Rotterdam;Zuid-Holland
507;8251MZ_41;8251MZ;8251;MZ;De Fazant;41;81;Dronten;Dronten;Flevoland
508;1031BB_10;1031BB;1031;BB;Malvastraat;10;24;Amsterdam;Amsterdam;Noord-Holland
509;1090AJ_0;1090AJ;1090;AJ;Postbus;0;10000;Amsterdam;Amsterdam;Noord-Holland
510;7665RR_2;7665RR;7665;RR;Hofmaatsweg;2;9;Albergen;Tubbergen;Overijssel
511;2642LA_1;2642LA;2642;LA;Nes;1;25;Pijnacker;Pijnacker-Nootdorp;Zuid-Holland
512;9726JL_50;9726JL;9726;JL;Peizerweg;50;66;Groningen;Groningen;Groningen
513;2565XC_52;2565XC;2565;XC;Berberisstraat;52;86;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
514;4031MC_1;4031MC;4031;MC;Dorpsstraat;1;29;Ingen;Buren;Gelderland
515;9682PH_2;9682PH;9682;PH;Bernhardlaan;2;28;Oostwold;Oldambt;Groningen
516;3063NC_100;3063NC;3063;NC;Kralingse Zoom;100;100;Rotterdam;Rotterdam;Zuid-Holland
